Month,Percentage,City,State,Percentage of Potentially Available Beds Needed,Percentage of Potentially Available ICU Beds Needed
12,0.2,Mesa,AZ,1.15 ,1.69 
12,0.2,Metairie,LA,0.81 ,1.42 
12,0.2,Miami,FL,0.63 ,1.30 
12,0.2,Milwaukee,WI,0.77 ,1.08 
12,0.2,Minneapolis,MN,0.76 ,1.79 
12,0.2,Minot,ND,0.24 ,2.36 
12,0.2,Missoula,MT,0.61 ,1.66 
12,0.2,Mobile,AL,0.66 ,1.03 
12,0.2,Modesto,CA,0.97 ,2.47 
12,0.2,Monroe,LA,0.35 ,0.90 
12,0.2,Montgomery,AL,0.59 ,1.11 
12,0.2,Morgantown,WV,0.45 ,1.03 
12,0.2,Morristown,NJ,0.90 ,2.37 
12,0.2,Muncie,IN,0.72 ,1.77 
12,0.2,Munster,IN,0.31 ,0.96 
12,0.2,Muskegon,MI,0.78 ,1.31 
12,0.2,Napa,CA,1.02 ,1.23 
12,0.2,Nashville,TN,0.58 ,0.94 
12,0.2,Neenah,WI,0.75 ,1.66 
12,0.2,New Brunswick,NJ,0.84 ,1.47 
12,0.2,New Haven,CT,0.96 ,1.77 
12,0.2,New Orleans,LA,0.45 ,0.83 
12,0.2,Newark,NJ,0.72 ,1.19 
12,0.2,Newport News,VA,1.08 ,1.42 
12,0.2,Norfolk,VA,0.85 ,1.67 
12,0.2,Ocala,FL,1.15 ,1.64 
12,0.2,Odessa,TX,0.50 ,1.16 
12,0.2,Ogden,UT,0.86 ,1.33 
12,0.2,Oklahoma City,OK,0.52 ,1.10 
12,0.2,Olympia,WA,1.23 ,1.81 
12,0.2,Omaha,NE,0.49 ,0.95 
12,0.2,Orange County,CA,0.91 ,1.58 
12,0.2,Orlando,FL,0.66 ,1.12 
12,0.2,Ormond Beach,FL,0.81 ,1.04 
12,0.2,Owensboro,KY,0.56 ,1.36 
12,0.2,Oxford,MS,0.28 ,1.59 
12,0.2,Paducah,KY,0.36 ,1.05 
12,0.2,Palm Springs/Rancho Mira,CA,0.65 ,2.22 
12,0.2,Paterson,NJ,0.51 ,1.94 
12,0.2,Pensacola,FL,0.65 ,1.21 
12,0.2,Peoria,IL,0.56 ,1.27 
12,0.2,Petoskey,MI,0.63 ,1.02 
12,0.2,Philadelphia,PA,0.64 ,1.10 
12,0.2,Phoenix,AZ,0.80 ,1.20 
12,0.2,Pittsburgh,PA,0.60 ,0.96 
12,0.2,Pontiac,MI,0.85 ,1.56 
12,0.2,Portland,ME,0.76 ,1.78 
12,0.2,Portland,OR,0.96 ,1.40 
12,0.2,Providence,RI,0.93 ,1.57 
12,0.2,Provo,UT,0.88 ,1.39 
12,0.2,Pueblo,CO,0.46 ,2.53 
12,0.2,Raleigh,NC,0.98 ,1.81 
12,0.2,Rapid City,SD,0.40 ,1.61 
12,0.2,Reading,PA,0.69 ,1.89 
12,0.2,Redding,CA,0.73 ,1.04 
12,0.2,Reno,NV,0.67 ,0.69 
12,0.2,Richmond,VA,0.65 ,1.37 
12,0.2,Ridgewood,NJ,0.87 ,1.71 
12,0.2,Roanoke,VA,0.58 ,0.92 
12,0.2,Rochester,MN,0.37 ,0.60 
12,0.2,Rochester,NY,0.63 ,1.66 
12,0.2,Rockford,IL,0.80 ,1.14 
12,0.2,Rome,GA,0.64 ,1.49 
12,0.2,Royal Oak,MI,0.43 ,0.80 
12,0.2,Sacramento,CA,1.01 ,1.48 
12,0.2,Saginaw,MI,0.42 ,1.14 
12,0.2,Salem,OR,1.11 ,2.08 
12,0.2,Salinas,CA,0.81 ,1.65 
12,0.2,Salisbury,MD,1.36 ,2.79 
12,0.2,Salt Lake City,UT,0.73 ,1.12 
12,0.2,San Angelo,TX,0.39 ,1.46 
12,0.2,San Antonio,TX,0.69 ,1.33 
12,0.2,San Bernardino,CA,0.84 ,1.50 
12,0.2,San Diego,CA,1.01 ,1.51 
12,0.2,San Francisco,CA,0.72 ,1.17 
12,0.2,San Jose,CA,1.15 ,1.73 
12,0.2,San Luis Obispo,CA,1.01 ,1.50 
12,0.2,San Mateo County,CA,0.92 ,1.39 
12,0.2,Santa Barbara,CA,0.90 ,1.81 
12,0.2,Santa Cruz,CA,1.20 ,4.79 
12,0.2,Santa Rosa,CA,0.72 ,1.80 
12,0.2,Sarasota,FL,0.60 ,1.16 
12,0.2,Savannah,GA,0.72 ,1.94 
12,0.2,Sayre,PA,0.54 ,1.07 
12,0.2,Scranton,PA,0.65 ,1.67 
12,0.2,Seattle,WA,1.10 ,1.65 
12,0.2,Shreveport,LA,0.42 ,0.82 
12,0.2,Sioux City,IA,0.43 ,1.46 
12,0.2,Sioux Falls,SD,0.30 ,2.39 
12,0.2,Slidell,LA,0.48 ,0.45 
12,0.2,South Bend,IN,0.82 ,1.49 
12,0.2,Spartanburg,SC,0.77 ,0.97 
12,0.2,Spokane,WA,0.64 ,1.50 
12,0.2,Springdale,AR,0.69 ,1.24 
12,0.2,Springfield,IL,0.50 ,1.35 
12,0.2,Springfield,MA,0.80 ,1.36 
12,0.2,Springfield,MO,0.67 ,1.47 
12,0.2,St. Cloud,MN,0.50 ,1.94 
12,0.2,St. Joseph,MI,0.49 ,2.43 
12,0.2,St. Louis,MO,0.51 ,0.93 
12,0.2,St. Paul,MN,1.08 ,2.16 
12,0.2,St. Petersburg,FL,0.50 ,1.31 
12,0.2,Stockton,CA,1.02 ,1.67 
12,0.2,Sun City,AZ,0.61 ,0.89 
12,0.2,Syracuse,NY,0.58 ,1.56 
12,0.2,Tacoma,WA,1.01 ,1.45 
12,0.2,Takoma Park,MD,1.46 ,2.29 
12,0.2,Tallahassee,FL,0.65 ,1.61 
12,0.2,Tampa,FL,0.61 ,1.02 
12,0.2,Temple,TX,0.81 ,1.10 
12,0.2,Terre Haute,IN,0.58 ,0.84 
12,0.2,Texarkana,AR,0.54 ,0.80 
12,0.2,Toledo,OH,0.56 ,0.73 
12,0.2,Topeka,KS,0.52 ,1.33 
12,0.2,Traverse City,MI,0.52 ,3.59 
12,0.2,Tucson,AZ,0.71 ,1.23 
12,0.2,Tulsa,OK,0.50 ,1.00 
12,0.2,Tupelo,MS,0.35 ,1.12 
12,0.2,Tuscaloosa,AL,0.44 ,0.70 
12,0.2,Tyler,TX,0.66 ,0.77 
12,0.2,Urbana,IL,0.66 ,1.40 
12,0.2,Ventura,CA,1.36 ,1.55 
12,0.2,Victoria,TX,0.35 ,1.09 
12,0.2,Waco,TX,0.75 ,1.90 
12,0.2,Washington,DC,0.90 ,1.56 
12,0.2,Waterloo,IA,0.47 ,1.82 
12,0.2,Wausau,WI,0.77 ,0.80 
12,0.2,White Plains,NY,0.70 ,1.42 
12,0.2,Wichita Falls,TX,0.53 ,2.94 
12,0.2,Wichita,KS,0.39 ,0.90 
12,0.2,Wilkes-Barre,PA,0.61 ,0.98 
12,0.2,Wilmington,DE,0.72 ,1.27 
12,0.2,Wilmington,NC,0.87 ,2.22 
12,0.2,Winchester,VA,0.70 ,2.02 
12,0.2,Winston-Salem,NC,0.68 ,1.03 
12,0.2,Worcester,MA,0.93 ,1.83 
12,0.2,Yakima,WA,1.07 ,1.44 
12,0.2,York,PA,0.85 ,2.44 
12,0.2,Youngstown,OH,0.67 ,1.39 
12,0.4,Akron,OH,1.63 ,2.36 
12,0.4,Alameda County,CA,2.14 ,3.52 
12,0.4,Albany,GA,0.95 ,2.19 
12,0.4,Albany,NY,1.30 ,2.92 
12,0.4,Albuquerque,NM,1.87 ,3.01 
12,0.4,Alexandria,LA,0.94 ,4.29 
12,0.4,Allentown,PA,1.19 ,2.47 
12,0.4,Altoona,PA,1.69 ,3.34 
12,0.4,Amarillo,TX,0.96 ,1.44 
12,0.4,Anchorage,AK,1.41 ,3.33 
12,0.4,Ann Arbor,MI,1.59 ,2.51 
12,0.4,Appleton,WI,2.12 ,2.85 
12,0.4,Arlington,VA,2.52 ,3.47 
12,0.4,Asheville,NC,1.51 ,2.30 
12,0.4,Atlanta,GA,1.71 ,2.82 
12,0.4,Augusta,GA,0.99 ,1.43 
12,0.4,Aurora,IL,1.64 ,3.48 
12,0.4,Austin,TX,2.18 ,3.10 
12,0.4,Bakersfield,CA,1.47 ,3.44 
12,0.4,Baltimore,MD,1.27 ,2.09 
12,0.4,Bangor,ME,1.21 ,3.13 
12,0.4,Baton Rouge,LA,1.01 ,2.37 
12,0.4,Beaumont,TX,1.49 ,2.71 
12,0.4,Bend,OR,1.82 ,4.44 
12,0.4,Billings,MT,0.79 ,2.72 
12,0.4,Binghamton,NY,1.18 ,5.09 
12,0.4,Birmingham,AL,0.99 ,1.61 
12,0.4,Bismarck,ND,0.74 ,1.79 
12,0.4,Bloomington,IL,1.48 ,4.04 
12,0.4,Blue Island,IL,1.42 ,1.90 
12,0.4,Boise,ID,1.49 ,2.97 
12,0.4,Boston,MA,1.75 ,3.02 
12,0.4,Boulder,CO,1.56 ,2.30 
12,0.4,Bradenton,FL,1.34 ,2.34 
12,0.4,Bridgeport,CT,1.73 ,3.24 
12,0.4,Bronx,NY,1.24 ,3.16 
12,0.4,Bryan,TX,1.40 ,2.65 
12,0.4,Buffalo,NY,1.03 ,3.19 
12,0.4,Burlington,VT,1.25 ,3.45 
12,0.4,Camden,NJ,1.41 ,2.73 
12,0.4,Canton,OH,1.30 ,2.01 
12,0.4,Cape Girardeau,MO,0.91 ,2.02 
12,0.4,Casper,WY,0.85 ,3.58 
12,0.4,Cedar Rapids,IA,1.13 ,4.30 
12,0.4,Charleston,SC,1.29 ,2.60 
12,0.4,Charleston,WV,0.97 ,2.14 
12,0.4,Charlotte,NC,1.76 ,2.33 
12,0.4,Charlottesville,VA,1.52 ,3.06 
12,0.4,Chattanooga,TN,1.23 ,2.26 
12,0.4,Chicago,IL,1.02 ,1.91 
12,0.4,Chico,CA,1.96 ,4.00 
12,0.4,Cincinnati,OH,1.34 ,2.05 
12,0.4,Clearwater,FL,1.11 ,2.82 
12,0.4,Cleveland,OH,0.91 ,1.65 
12,0.4,Colorado Springs,CO,2.01 ,3.74 
12,0.4,Columbia,MO,1.12 ,2.45 
12,0.4,Columbia,SC,1.33 ,2.12 
12,0.4,Columbus,GA,0.93 ,3.04 
12,0.4,Columbus,OH,1.44 ,3.11 
12,0.4,Contra Costa County,CA,1.95 ,3.54 
12,0.4,Corpus Christi,TX,1.64 ,2.57 
12,0.4,Covington,KY,1.63 ,2.91 
12,0.4,Dallas,TX,1.50 ,2.57 
12,0.4,Danville,PA,1.24 ,2.86 
12,0.4,Davenport,IA,0.93 ,2.30 
12,0.4,Dayton,OH,1.64 ,2.63 
12,0.4,Dearborn,MI,1.12 ,1.62 
12,0.4,Denver,CO,1.66 ,2.35 
12,0.4,Des Moines,IA,1.22 ,4.16 
12,0.4,Detroit,MI,1.34 ,2.34 
12,0.4,Dothan,AL,0.89 ,2.52 
12,0.4,Dubuque,IA,0.95 ,6.00 
12,0.4,Duluth,MN,0.85 ,1.17 
12,0.4,Durham,NC,1.09 ,1.28 
12,0.4,East Long Island,NY,1.91 ,3.93 
12,0.4,El Paso,TX,1.63 ,3.04 
12,0.4,Elgin,IL,1.95 ,3.41 
12,0.4,Elmira,NY,1.03 ,2.93 
12,0.4,Elyria,OH,1.69 ,2.93 
12,0.4,Erie,PA,1.22 ,2.56 
12,0.4,Eugene,OR,2.10 ,3.71 
12,0.4,Evanston,IL,1.49 ,1.88 
12,0.4,Evansville,IN,0.93 ,1.33 
12,0.4,Everett,WA,2.37 ,5.89 
12,0.4,Fargo/Moorhead MN,ND,0.93 ,2.30 
12,0.4,Flint,MI,1.30 ,2.38 
12,0.4,Florence,SC,0.94 ,1.17 
12,0.4,Fort Collins,CO,1.51 ,7.59 
12,0.4,Fort Lauderdale,FL,1.36 ,2.54 
12,0.4,Fort Myers,FL,1.53 ,4.09 
12,0.4,Fort Smith,AR,1.12 ,2.44 
12,0.4,Fort Wayne,IN,1.04 ,1.52 
12,0.4,Fort Worth,TX,1.72 ,2.95 
12,0.4,Fresno,CA,2.02 ,3.76 
12,0.4,Gainesville,FL,1.13 ,1.45 
12,0.4,Gary,IN,1.06 ,1.74 
12,0.4,Grand Forks,ND,0.55 ,3.25 
12,0.4,Grand Junction,CO,1.49 ,3.06 
12,0.4,Grand Rapids,MI,1.52 ,3.43 
12,0.4,Great Falls,MT,0.50 ,1.82 
12,0.4,Greeley,CO,1.37 ,3.24 
12,0.4,Green Bay,WI,1.52 ,3.21 
12,0.4,Greensboro,NC,1.78 ,3.34 
12,0.4,Greenville,NC,1.45 ,1.80 
12,0.4,Greenville,SC,1.38 ,2.80 
12,0.4,Gulfport,MS,0.98 ,1.57 
12,0.4,Hackensack,NJ,1.19 ,4.56 
12,0.4,Harlingen,TX,1.38 ,3.01 
12,0.4,Harrisburg,PA,1.39 ,3.74 
12,0.4,Hartford,CT,1.85 ,3.31 
12,0.4,Hattiesburg,MS,0.65 ,2.51 
12,0.4,Hickory,NC,1.51 ,3.13 
12,0.4,Hinsdale,IL,1.47 ,1.74 
12,0.4,Honolulu,HI,1.83 ,4.66 
12,0.4,Houma,LA,1.03 ,2.49 
12,0.4,Houston,TX,1.50 ,2.46 
12,0.4,Hudson,FL,1.36 ,2.32 
12,0.4,Huntington,WV,0.80 ,1.51 
12,0.4,Huntsville,AL,1.19 ,1.97 
12,0.4,Idaho Falls,ID,1.22 ,2.91 
12,0.4,Indianapolis,IN,1.15 ,1.79 
12,0.4,Iowa City,IA,0.79 ,1.57 
12,0.4,Jackson,MS,0.69 ,1.71 
12,0.4,Jackson,TN,0.97 ,1.84 
12,0.4,Jacksonville,FL,1.13 ,2.00 
12,0.4,Johnson City,TN,1.02 ,2.18 
12,0.4,Johnstown,PA,0.84 ,3.11 
12,0.4,Joliet,IL,1.40 ,3.00 
12,0.4,Jonesboro,AR,0.75 ,2.26 
12,0.4,Joplin,MO,1.03 ,1.80 
12,0.4,Kalamazoo,MI,1.35 ,3.93 
12,0.4,Kansas City,MO,1.15 ,2.14 
12,0.4,Kettering,OH,1.41 ,2.28 
12,0.4,Kingsport,TN,0.99 ,1.82 
12,0.4,Knoxville,TN,1.42 ,3.68 
12,0.4,La Crosse,WI,1.68 ,2.80 
12,0.4,Lafayette,IN,1.68 ,4.79 
12,0.4,Lafayette,LA,1.09 ,2.06 
12,0.4,Lake Charles,LA,0.93 ,2.00 
12,0.4,Lakeland,FL,1.26 ,2.46 
12,0.4,Lancaster,PA,1.91 ,4.67 
12,0.4,Lansing,MI,1.50 ,1.88 
12,0.4,Las Vegas,NV,1.80 ,2.19 
12,0.4,Lawton,OK,0.78 ,1.69 
12,0.4,Lebanon,NH,1.43 ,2.51 
12,0.4,Lexington,KY,0.93 ,1.90 
12,0.4,Lincoln,NE,0.84 ,3.69 
12,0.4,Little Rock,AR,0.97 ,2.12 
12,0.4,Longview,TX,2.80 ,2.97 
12,0.4,Los Angeles,CA,1.65 ,2.71 
12,0.4,Louisville,KY,1.32 ,2.48 
12,0.4,Lubbock,TX,1.10 ,1.66 
12,0.4,Lynchburg,VA,0.83 ,3.65 
12,0.4,Macon,GA,1.00 ,2.29 
12,0.4,Madison,WI,1.50 ,2.72 
12,0.4,Manchester,NH,1.82 ,4.53 
12,0.4,Manhattan,NY,1.28 ,2.39 
12,0.4,Marquette,MI,1.03 ,3.13 
12,0.4,Marshfield,WI,1.70 ,3.63 
12,0.4,Mason City,IA,0.81 ,5.33 
12,0.4,McAllen,TX,0.95 ,1.16 
12,0.4,Medford,OR,1.65 ,4.63 
12,0.4,Melrose Park,IL,1.42 ,2.58 
12,0.4,Memphis,TN,1.06 ,2.36 
12,0.4,Meridian,MS,0.53 ,2.39 
12,0.4,Mesa,AZ,2.30 ,3.38 
12,0.4,Metairie,LA,1.62 ,2.85 
12,0.4,Miami,FL,1.26 ,2.60 
12,0.4,Milwaukee,WI,1.54 ,2.16 
12,0.4,Minneapolis,MN,1.51 ,3.59 
12,0.4,Minot,ND,0.48 ,4.71 
12,0.4,Missoula,MT,1.22 ,3.32 
12,0.4,Mobile,AL,1.32 ,2.06 
12,0.4,Modesto,CA,1.93 ,4.94 
12,0.4,Monroe,LA,0.70 ,1.78 
12,0.4,Montgomery,AL,1.19 ,2.24 
12,0.4,Morgantown,WV,0.90 ,2.06 
12,0.4,Morristown,NJ,1.81 ,4.73 
12,0.4,Muncie,IN,1.43 ,3.59 
12,0.4,Munster,IN,0.62 ,1.93 
12,0.4,Muskegon,MI,1.56 ,2.61 
12,0.4,Napa,CA,2.04 ,2.45 
12,0.4,Nashville,TN,1.17 ,1.88 
12,0.4,Neenah,WI,1.51 ,3.31 
12,0.4,New Brunswick,NJ,1.67 ,2.94 
12,0.4,New Haven,CT,1.92 ,3.53 
12,0.4,New Orleans,LA,0.91 ,1.65 
12,0.4,Newark,NJ,1.45 ,2.38 
12,0.4,Newport News,VA,2.16 ,2.83 
12,0.4,Norfolk,VA,1.69 ,3.34 
12,0.4,Ocala,FL,2.31 ,3.28 
12,0.4,Odessa,TX,0.99 ,2.33 
12,0.4,Ogden,UT,1.73 ,2.67 
12,0.4,Oklahoma City,OK,1.03 ,2.19 
12,0.4,Olympia,WA,2.47 ,3.65 
12,0.4,Omaha,NE,0.98 ,1.91 
12,0.4,Orange County,CA,1.82 ,3.17 
12,0.4,Orlando,FL,1.33 ,2.24 
12,0.4,Ormond Beach,FL,1.62 ,2.08 
12,0.4,Owensboro,KY,1.12 ,2.76 
12,0.4,Oxford,MS,0.55 ,3.14 
12,0.4,Paducah,KY,0.73 ,2.09 
12,0.4,Palm Springs/Rancho Mira,CA,1.30 ,4.43 
12,0.4,Paterson,NJ,1.02 ,3.88 
12,0.4,Pensacola,FL,1.29 ,2.41 
12,0.4,Peoria,IL,1.12 ,2.54 
12,0.4,Petoskey,MI,1.25 ,2.02 
12,0.4,Philadelphia,PA,1.29 ,2.20 
12,0.4,Phoenix,AZ,1.61 ,2.40 
12,0.4,Pittsburgh,PA,1.21 ,1.93 
12,0.4,Pontiac,MI,1.70 ,3.11 
12,0.4,Portland,ME,1.53 ,3.57 
12,0.4,Portland,OR,1.91 ,2.80 
12,0.4,Providence,RI,1.87 ,3.14 
12,0.4,Provo,UT,1.77 ,2.78 
12,0.4,Pueblo,CO,0.92 ,5.06 
12,0.4,Raleigh,NC,1.95 ,3.63 
12,0.4,Rapid City,SD,0.80 ,3.21 
12,0.4,Reading,PA,1.39 ,3.80 
12,0.4,Redding,CA,1.46 ,2.07 
12,0.4,Reno,NV,1.33 ,1.38 
12,0.4,Richmond,VA,1.31 ,2.74 
12,0.4,Ridgewood,NJ,1.73 ,3.42 
12,0.4,Roanoke,VA,1.15 ,1.83 
12,0.4,Rochester,MN,0.74 ,1.19 
12,0.4,Rochester,NY,1.26 ,3.33 
12,0.4,Rockford,IL,1.60 ,2.29 
12,0.4,Rome,GA,1.29 ,2.98 
12,0.4,Royal Oak,MI,0.86 ,1.60 
12,0.4,Sacramento,CA,2.03 ,2.96 
12,0.4,Saginaw,MI,0.83 ,2.29 
12,0.4,Salem,OR,2.21 ,4.14 
12,0.4,Salinas,CA,1.62 ,3.28 
12,0.4,Salisbury,MD,2.72 ,5.56 
12,0.4,Salt Lake City,UT,1.46 ,2.23 
12,0.4,San Angelo,TX,0.78 ,2.92 
12,0.4,San Antonio,TX,1.38 ,2.66 
12,0.4,San Bernardino,CA,1.68 ,3.00 
12,0.4,San Diego,CA,2.03 ,3.01 
12,0.4,San Francisco,CA,1.43 ,2.35 
12,0.4,San Jose,CA,2.30 ,3.45 
12,0.4,San Luis Obispo,CA,2.03 ,2.98 
12,0.4,San Mateo County,CA,1.85 ,2.78 
12,0.4,Santa Barbara,CA,1.81 ,3.63 
12,0.4,Santa Cruz,CA,2.39 ,9.57 
12,0.4,Santa Rosa,CA,1.44 ,3.58 
12,0.4,Sarasota,FL,1.20 ,2.33 
12,0.4,Savannah,GA,1.45 ,3.87 
12,0.4,Sayre,PA,1.08 ,2.13 
12,0.4,Scranton,PA,1.31 ,3.33 
12,0.4,Seattle,WA,2.20 ,3.30 
12,0.4,Shreveport,LA,0.84 ,1.63 
12,0.4,Sioux City,IA,0.86 ,2.90 
12,0.4,Sioux Falls,SD,0.59 ,4.78 
12,0.4,Slidell,LA,0.96 ,0.89 
12,0.4,South Bend,IN,1.65 ,2.98 
12,0.4,Spartanburg,SC,1.55 ,1.94 
12,0.4,Spokane,WA,1.27 ,3.00 
12,0.4,Springdale,AR,1.37 ,2.47 
12,0.4,Springfield,IL,1.00 ,2.71 
12,0.4,Springfield,MA,1.61 ,2.71 
12,0.4,Springfield,MO,1.35 ,2.94 
12,0.4,St. Cloud,MN,1.00 ,3.90 
12,0.4,St. Joseph,MI,0.99 ,4.93 
12,0.4,St. Louis,MO,1.02 ,1.86 
12,0.4,St. Paul,MN,2.16 ,4.33 
12,0.4,St. Petersburg,FL,1.00 ,2.62 
12,0.4,Stockton,CA,2.05 ,3.33 
12,0.4,Sun City,AZ,1.22 ,1.77 
12,0.4,Syracuse,NY,1.16 ,3.13 
12,0.4,Tacoma,WA,2.01 ,2.91 
12,0.4,Takoma Park,MD,2.92 ,4.59 
12,0.4,Tallahassee,FL,1.30 ,3.22 
12,0.4,Tampa,FL,1.22 ,2.04 
12,0.4,Temple,TX,1.62 ,2.20 
12,0.4,Terre Haute,IN,1.16 ,1.70 
12,0.4,Texarkana,AR,1.08 ,1.61 
12,0.4,Toledo,OH,1.13 ,1.46 
12,0.4,Topeka,KS,1.03 ,2.64 
12,0.4,Traverse City,MI,1.04 ,7.24 
12,0.4,Tucson,AZ,1.43 ,2.45 
12,0.4,Tulsa,OK,1.00 ,1.99 
12,0.4,Tupelo,MS,0.70 ,2.23 
12,0.4,Tuscaloosa,AL,0.87 ,1.40 
12,0.4,Tyler,TX,1.32 ,1.53 
12,0.4,Urbana,IL,1.31 ,2.81 
12,0.4,Ventura,CA,2.72 ,3.10 
12,0.4,Victoria,TX,0.70 ,2.22 
12,0.4,Waco,TX,1.51 ,3.81 
12,0.4,Washington,DC,1.80 ,3.12 
12,0.4,Waterloo,IA,0.93 ,3.68 
12,0.4,Wausau,WI,1.54 ,1.59 
12,0.4,White Plains,NY,1.40 ,2.84 
12,0.4,Wichita Falls,TX,1.06 ,5.88 
12,0.4,Wichita,KS,0.78 ,1.80 
12,0.4,Wilkes-Barre,PA,1.23 ,1.97 
12,0.4,Wilmington,DE,1.44 ,2.54 
12,0.4,Wilmington,NC,1.74 ,4.44 
12,0.4,Winchester,VA,1.39 ,4.02 
12,0.4,Winston-Salem,NC,1.36 ,2.05 
12,0.4,Worcester,MA,1.85 ,3.66 
12,0.4,Yakima,WA,2.14 ,2.91 
12,0.4,York,PA,1.70 ,4.88 
12,0.4,Youngstown,OH,1.34 ,2.79 
12,0.6,Akron,OH,2.44 ,3.54 
12,0.6,Alameda County,CA,3.21 ,5.28 
12,0.6,Albany,GA,1.42 ,3.28 
12,0.6,Albany,NY,1.95 ,4.39 
12,0.6,Albuquerque,NM,2.80 ,4.51 
12,0.6,Alexandria,LA,1.40 ,6.45 
12,0.6,Allentown,PA,1.78 ,3.70 
12,0.6,Altoona,PA,2.54 ,5.00 
12,0.6,Amarillo,TX,1.44 ,2.15 
12,0.6,Anchorage,AK,2.12 ,5.01 
12,0.6,Ann Arbor,MI,2.38 ,3.77 
12,0.6,Appleton,WI,3.19 ,4.28 
12,0.6,Arlington,VA,3.78 ,5.20 
12,0.6,Asheville,NC,2.27 ,3.45 
12,0.6,Atlanta,GA,2.56 ,4.23 
12,0.6,Augusta,GA,1.49 ,2.14 
12,0.6,Aurora,IL,2.46 ,5.20 
12,0.6,Austin,TX,3.27 ,4.65 
12,0.6,Bakersfield,CA,2.21 ,5.16 
12,0.6,Baltimore,MD,1.90 ,3.13 
12,0.6,Bangor,ME,1.82 ,4.69 
12,0.6,Baton Rouge,LA,1.52 ,3.55 
12,0.6,Beaumont,TX,2.24 ,4.06 
12,0.6,Bend,OR,2.72 ,6.67 
12,0.6,Billings,MT,1.19 ,4.08 
12,0.6,Binghamton,NY,1.77 ,7.63 
12,0.6,Birmingham,AL,1.48 ,2.42 
12,0.6,Bismarck,ND,1.10 ,2.69 
12,0.6,Bloomington,IL,2.21 ,6.09 
12,0.6,Blue Island,IL,2.13 ,2.85 
12,0.6,Boise,ID,2.23 ,4.45 
12,0.6,Boston,MA,2.62 ,4.52 
12,0.6,Boulder,CO,2.34 ,3.45 
12,0.6,Bradenton,FL,2.01 ,3.51 
12,0.6,Bridgeport,CT,2.60 ,4.86 
12,0.6,Bronx,NY,1.86 ,4.74 
12,0.6,Bryan,TX,2.09 ,4.00 
12,0.6,Buffalo,NY,1.54 ,4.78 
12,0.6,Burlington,VT,1.87 ,5.18 
12,0.6,Camden,NJ,2.11 ,4.10 
12,0.6,Canton,OH,1.96 ,3.01 
12,0.6,Cape Girardeau,MO,1.36 ,3.02 
12,0.6,Casper,WY,1.27 ,5.35 
12,0.6,Cedar Rapids,IA,1.69 ,6.45 
12,0.6,Charleston,SC,1.93 ,3.89 
12,0.6,Charleston,WV,1.46 ,3.21 
12,0.6,Charlotte,NC,2.64 ,3.49 
12,0.6,Charlottesville,VA,2.28 ,4.59 
12,0.6,Chattanooga,TN,1.85 ,3.39 
12,0.6,Chicago,IL,1.53 ,2.86 
12,0.6,Chico,CA,2.94 ,6.00 
12,0.6,Cincinnati,OH,2.01 ,3.07 
12,0.6,Clearwater,FL,1.66 ,4.25 
12,0.6,Cleveland,OH,1.37 ,2.48 
12,0.6,Colorado Springs,CO,3.01 ,5.60 
12,0.6,Columbia,MO,1.68 ,3.67 
12,0.6,Columbia,SC,1.99 ,3.19 
12,0.6,Columbus,GA,1.40 ,4.56 
12,0.6,Columbus,OH,2.16 ,4.67 
12,0.6,Contra Costa County,CA,2.92 ,5.30 
12,0.6,Corpus Christi,TX,2.45 ,3.85 
12,0.6,Covington,KY,2.44 ,4.36 
12,0.6,Dallas,TX,2.24 ,3.85 
12,0.6,Danville,PA,1.86 ,4.29 
12,0.6,Davenport,IA,1.39 ,3.45 
12,0.6,Dayton,OH,2.46 ,3.94 
12,0.6,Dearborn,MI,1.68 ,2.42 
12,0.6,Denver,CO,2.48 ,3.53 
12,0.6,Des Moines,IA,1.83 ,6.24 
12,0.6,Detroit,MI,2.01 ,3.51 
12,0.6,Dothan,AL,1.34 ,3.79 
12,0.6,Dubuque,IA,1.43 ,8.92 
12,0.6,Duluth,MN,1.27 ,1.77 
12,0.6,Durham,NC,1.63 ,1.93 
12,0.6,East Long Island,NY,2.86 ,5.89 
12,0.6,El Paso,TX,2.44 ,4.56 
12,0.6,Elgin,IL,2.93 ,5.12 
12,0.6,Elmira,NY,1.55 ,4.39 
12,0.6,Elyria,OH,2.54 ,4.38 
12,0.6,Erie,PA,1.82 ,3.85 
12,0.6,Eugene,OR,3.16 ,5.57 
12,0.6,Evanston,IL,2.23 ,2.82 
12,0.6,Evansville,IN,1.39 ,2.00 
12,0.6,Everett,WA,3.56 ,8.84 
12,0.6,Fargo/Moorhead MN,ND,1.39 ,3.45 
12,0.6,Flint,MI,1.95 ,3.57 
12,0.6,Florence,SC,1.40 ,1.75 
12,0.6,Fort Collins,CO,2.26 ,11.41 
12,0.6,Fort Lauderdale,FL,2.04 ,3.82 
12,0.6,Fort Myers,FL,2.29 ,6.13 
12,0.6,Fort Smith,AR,1.68 ,3.66 
12,0.6,Fort Wayne,IN,1.57 ,2.28 
12,0.6,Fort Worth,TX,2.58 ,4.43 
12,0.6,Fresno,CA,3.04 ,5.64 
12,0.6,Gainesville,FL,1.69 ,2.16 
12,0.6,Gary,IN,1.59 ,2.60 
12,0.6,Grand Forks,ND,0.82 ,4.88 
12,0.6,Grand Junction,CO,2.23 ,4.57 
