State,City,Month,Percentage,Percentage of Available Bed,Percentage of Available ICU
MI,Ann Arbor,12,0.4,3.53,5.43
WI,Appleton,12,0.4,3.2,4.16
VA,Arlington,12,0.4,5.21,6.25
NC,Asheville,12,0.4,2.85,4.66
GA,Atlanta,12,0.4,4.12,6.65
GA,Augusta,12,0.4,1.81,3.06
IL,Aurora,12,0.4,2.33,5.56
TX,Austin,12,0.4,4.11,5.34
CA,Bakersfield,12,0.4,3.33,5.48
MD,Baltimore,12,0.4,2.96,3.95
ME,Bangor,12,0.4,2.27,7.14
LA,Baton Rouge,12,0.4,1.77,3.66
TX,Beaumont,12,0.4,2.36,4.98
OR,Bend,12,0.4,2.97,7.06
MT,Billings,12,0.4,1.43,4.43
NY,Binghamton,12,0.4,2.22,10.47
AL,Birmingham,12,0.4,1.8,3.14
ND,Bismarck,12,0.4,1.21,2.58
IL,Bloomington,12,0.4,2.19,9.3
IL,Blue Island,12,0.4,3.21,3.42
ID,Boise,12,0.4,2.3,4.41
MA,Boston,12,0.4,4.39,5.5
CO,Boulder,12,0.4,2.46,3.58
FL,Bradenton,12,0.4,2.28,3.63
CT,Bridgeport,12,0.4,4.04,4.94
NY,Bronx,12,0.4,3.7,5.47
TX,Bryan,12,0.4,1.97,3.82
NY,Buffalo,12,0.4,2.49,7.01
VT,Burlington,12,0.4,2.48,4.83
NJ,Camden,12,0.4,2.71,4.63
OH,Canton,12,0.4,1.98,3.16
MO,Cape Girardeau,12,0.4,1.43,2.91
WY,Casper,12,0.4,1.13,4.65
IA,Cedar Rapids,12,0.4,1.8,6.45
SC,Charleston,12,0.4,2.63,5.52
WV,Charleston,12,0.4,1.58,4.2
NC,Charlotte,12,0.4,3.81,4.77
VA,Charlottesville,12,0.4,3.09,8.31
TN,Chattanooga,12,0.4,2.44,5.86
IL,Chicago,12,0.4,1.76,3.75
CA,Chico,12,0.4,4.42,6.43
OH,Cincinnati,12,0.4,2.33,4.16
FL,Clearwater,12,0.4,1.76,6.55
OH,Cleveland,12,0.4,1.71,3.22
CO,Colorado Springs,12,0.4,3.35,6.39
MO,Columbia,12,0.4,1.73,4.39
SC,Columbia,12,0.4,2.58,3.87
GA,Columbus,12,0.4,1.41,4.97
OH,Columbus,12,0.4,2.38,6.06
CA,Contra Costa County,12,0.4,3.47,6.2
TX,Corpus Christi,12,0.4,3.42,6.89
KY,Covington,12,0.4,3.22,4.92
TX,Dallas,12,0.4,2.9,4.97
PA,Danville,12,0.4,2.64,8.85
IA,Davenport,12,0.4,1.53,3.56
OH,Dayton,12,0.4,3.09,5.66
MI,Dearborn,12,0.4,2.31,2.42
CO,Denver,12,0.4,2.87,4.23
IA,Des Moines,12,0.4,2.03,6.84
MI,Detroit,12,0.4,2.74,4.82
AL,Dothan,12,0.4,1.62,5.42
IA,Dubuque,12,0.4,1.55,9.75
MN,Duluth,12,0.4,1.53,2.33
NC,Durham,12,0.4,2.72,2.75
NY,East Long Island,12,0.4,8.62,9.73
TX,El Paso,12,0.4,3.07,9.65
IL,Elgin,12,0.4,3.53,5.3
NY,Elmira,12,0.4,1.99,11.29
OH,Elyria,12,0.4,2.63,5.86
PA,Erie,12,0.4,2.25,3.95
OR,Eugene,12,0.4,4.11,5.86
IL,Evanston,12,0.4,3.02,3.22
IN,Evansville,12,0.4,1.42,2.06
WA,Everett,12,0.4,4.72,12.46
ND,Fargo/Moorhead MN,12,0.4,1.65,5.46
MI,Flint,12,0.4,2.61,4.47
SC,Florence,12,0.4,1.68,2.23
CO,Fort Collins,12,0.4,2.31,11.93
FL,Fort Lauderdale,12,0.4,2.49,5.23
FL,Fort Myers,12,0.4,2.94,7.67
AR,Fort Smith,12,0.4,1.63,3.15
IN,Fort Wayne,12,0.4,1.75,2.75
TX,Fort Worth,12,0.4,3.44,5.43
CA,Fresno,12,0.4,4.59,6.88
FL,Gainesville,12,0.4,2.77,3.2
IN,Gary,12,0.4,1.72,2.51
ND,Grand Forks,12,0.4,0.97,4.33
CO,Grand Junction,12,0.4,2.36,5
MI,Grand Rapids,12,0.4,2.7,6.43
MT,Great Falls,12,0.4,0.88,2.63
CO,Greeley,12,0.4,2.06,6.25
WI,Green Bay,12,0.4,2.27,5.74
NC,Greensboro,12,0.4,3.89,6.47
NC,Greenville,12,0.4,3,3.56
SC,Greenville,12,0.4,2.6,10.98
MS,Gulfport,12,0.4,1.54,2.35
NJ,Hackensack,12,0.4,2.75,6.38
TX,Harlingen,12,0.4,2.16,5.61
PA,Harrisburg,12,0.4,2.5,8.33
CT,Hartford,12,0.4,4.45,6.3
MS,Hattiesburg,12,0.4,1.32,4.77
NC,Hickory,12,0.4,2.55,5.64
IL,Hinsdale,12,0.4,2.64,2.54
HI,Honolulu,12,0.4,3.93,9.32
LA,Houma,12,0.4,1.43,3.81
TX,Houston,12,0.4,2.8,4.61
FL,Hudson,12,0.4,3.14,5.27
WV,Huntington,12,0.4,2.04,2.67
AL,Huntsville,12,0.4,2.48,5.15
ID,Idaho Falls,12,0.4,1.73,4.13
IN,Indianapolis,12,0.4,1.86,3.3
IA,Iowa City,12,0.4,1.44,2.59
MS,Jackson,12,0.4,1.12,3.17
TN,Jackson,12,0.4,1.71,2.77
FL,Jacksonville,12,0.4,2.29,4.36
TN,Johnson City,12,0.4,1.94,3.69
PA,Johnstown,12,0.4,1.15,4.36
IL,Joliet,12,0.4,2.15,5.72
AR,Jonesboro,12,0.4,1.29,4.91
MO,Joplin,12,0.4,1.57,2.46
MI,Kalamazoo,12,0.4,2.13,14.95
MO,Kansas City,12,0.4,2.04,4.05
OH,Kettering,12,0.4,2.28,4.88
TN,Kingsport,12,0.4,1.6,3.16
TN,Knoxville,12,0.4,2.61,9.24
WI,La Crosse,12,0.4,2.74,3.89
IN,Lafayette,12,0.4,2.83,8.21
LA,Lafayette,12,0.4,1.88,3.24
LA,Lake Charles,12,0.4,1.37,2.82
FL,Lakeland,12,0.4,2.35,3.46
PA,Lancaster,12,0.4,3.17,8.05
MI,Lansing,12,0.4,2.46,2.89
NV,Las Vegas,12,0.4,4.34,6.26
OK,Lawton,12,0.4,1.22,2.84
NH,Lebanon,12,0.4,2.73,3.59
KY,Lexington,12,0.4,1.6,4.15
NE,Lincoln,12,0.4,1.26,8.39
AR,Little Rock,12,0.4,1.56,4.18
TX,Longview,12,0.4,4.6,4.67
CA,Los Angeles,12,0.4,3.27,4.83
KY,Louisville,12,0.4,2.27,5.03
TX,Lubbock,12,0.4,1.63,3.74
VA,Lynchburg,12,0.4,1.99,6.75
GA,Macon,12,0.4,1.83,5.98
WI,Madison,12,0.4,2.93,4.36
NH,Manchester,12,0.4,3.42,8.11
NY,Manhattan,12,0.4,3.76,3.97
MI,Marquette,12,0.4,1.64,5.56
WI,Marshfield,12,0.4,2.98,5.44
IA,Mason City,12,0.4,1.21,10.67
TX,McAllen,12,0.4,1.56,2.1
OR,Medford,12,0.4,2.74,9.08
IL,Melrose Park,12,0.4,2.54,4.44
TN,Memphis,12,0.4,1.84,5.8
MS,Meridian,12,0.4,0.93,4.79
AZ,Mesa,12,0.4,4.85,6.25
LA,Metairie,12,0.4,2.52,5.05
FL,Miami,12,0.4,2.58,5.84
WI,Milwaukee,12,0.4,2.6,3.81
MN,Minneapolis,12,0.4,2.9,6.41
ND,Minot,12,0.4,0.8,7.33
MT,Missoula,12,0.4,1.96,5.03
AL,Mobile,12,0.4,2.61,3.9
CA,Modesto,12,0.4,4.02,9.09
LA,Monroe,12,0.4,1.02,3.42
AL,Montgomery,12,0.4,2.17,3.52
WV,Morgantown,12,0.4,1.85,5
NJ,Morristown,12,0.4,3.76,8.85
IN,Muncie,12,0.4,2.8,9.88
IN,Munster,12,0.4,1.04,3.4
MI,Muskegon,12,0.4,2.33,3.2
CA,Napa,12,0.4,4.09,3.34
TN,Nashville,12,0.4,2.11,4.25
WI,Neenah,12,0.4,2.05,4.64
NJ,New Brunswick,12,0.4,3.79,3.96
CT,New Haven,12,0.4,5.4,6.04
LA,New Orleans,12,0.4,1.75,4.18
NJ,Newark,12,0.4,3.27,3.66
VA,Newport News,12,0.4,4.97,5.98
VA,Norfolk,12,0.4,3.6,7.28
FL,Ocala,12,0.4,4.75,6.43
TX,Odessa,12,0.4,1.43,4.29
UT,Ogden,12,0.4,2.61,4.83
OK,Oklahoma City,12,0.4,1.69,3.94
WA,Olympia,12,0.4,5.21,7.88
NE,Omaha,12,0.4,1.61,3.28
CA,Orange County,12,0.4,3.28,5.31
FL,Orlando,12,0.4,2.68,4.32
FL,Ormond Beach,12,0.4,2.77,3.63
KY,Owensboro,12,0.4,1.8,4.93
MS,Oxford,12,0.4,0.94,4.6
KY,Paducah,12,0.4,1.06,3.19
CA,Palm Springs/Rancho Mira,12,0.4,2.22,8.87
NJ,Paterson,12,0.4,1.64,15.5
FL,Pensacola,12,0.4,2.36,4.23
IL,Peoria,12,0.4,2.06,4.08
MI,Petoskey,12,0.4,2.3,4.14
PA,Philadelphia,12,0.4,2.54,3.63
AZ,Phoenix,12,0.4,2.99,3.97
PA,Pittsburgh,12,0.4,2.4,3.44
MI,Pontiac,12,0.4,3.26,4.57
ME,Portland,12,0.4,3.47,5.86
OR,Portland,12,0.4,3.53,4.73
RI,Providence,12,0.4,3.98,7.21
UT,Provo,12,0.4,3.03,4.65
CO,Pueblo,12,0.4,1.65,12.29
NC,Raleigh,12,0.4,4.07,6.05
SD,Rapid City,12,0.4,1.42,5.3
PA,Reading,12,0.4,2.34,5.7
CA,Redding,12,0.4,2.75,2.97
NV,Reno,12,0.4,2.57,2.88
VA,Richmond,12,0.4,2.62,5.81
NJ,Ridgewood,12,0.4,3.42,5.77
VA,Roanoke,12,0.4,2.71,3.11
MN,Rochester,12,0.4,1.52,2.19
NY,Rochester,12,0.4,3.5,7.2
IL,Rockford,12,0.4,2.53,3.51
GA,Rome,12,0.4,2.71,8.38
MI,Royal Oak,12,0.4,1.82,3.48
CA,Sacramento,12,0.4,4.39,5.54
MI,Saginaw,12,0.4,1.45,4.94
OR,Salem,12,0.4,4.62,15.3
CA,Salinas,12,0.4,2.88,4.78
MD,Salisbury,12,0.4,5.71,9.19
UT,Salt Lake City,12,0.4,2.36,3.24
TX,San Angelo,12,0.4,1.09,4.47
TX,San Antonio,12,0.4,2.43,5.93
CA,San Bernardino,12,0.4,3.09,5.97
CA,San Diego,12,0.4,4.23,4.88
CA,San Francisco,12,0.4,3.09,3.72
CA,San Jose,12,0.4,4.35,5.77
CA,San Luis Obispo,12,0.4,2.98,3.97
CA,San Mateo County,12,0.4,4.1,4.52
CA,Santa Barbara,12,0.4,4.05,6.11
CA,Santa Cruz,12,0.4,3.73,22.33
CA,Santa Rosa,12,0.4,3.7,5.49
FL,Sarasota,12,0.4,1.9,3.57
GA,Savannah,12,0.4,3.01,7.67
PA,Sayre,12,0.4,2.02,3.43
PA,Scranton,12,0.4,2.23,5.16
WA,Seattle,12,0.4,4.88,6.79
LA,Shreveport,12,0.4,1.37,2.89
IA,Sioux City,12,0.4,1.51,5.17
SD,Sioux Falls,12,0.4,1.02,7.08
LA,Slidell,12,0.4,1.24,1.31
IN,South Bend,12,0.4,2.73,4.64
SC,Spartanburg,12,0.4,3.01,2.83
WA,Spokane,12,0.4,2.04,5.48
AR,Springdale,12,0.4,1.96,3.52
IL,Springfield,12,0.4,1.54,5
MA,Springfield,12,0.4,3.35,4.97
MO,Springfield,12,0.4,2.39,6.45
MN,St. Cloud,12,0.4,2.48,7.56
MI,St. Joseph,12,0.4,1.31,7.67
MO,St. Louis,12,0.4,1.72,2.93
MN,St. Paul,12,0.4,4.05,10.46
FL,St. Petersburg,12,0.4,1.65,6.82
CA,Stockton,12,0.4,3.88,6.59
AZ,Sun City,12,0.4,2.02,2.19
NY,Syracuse,12,0.4,2.44,6.51
WA,Tacoma,12,0.4,4.83,6.05
MD,Takoma Park,12,0.4,7.33,9.46
FL,Tallahassee,12,0.4,3.06,7.86
FL,Tampa,12,0.4,2.51,4.21
TX,Temple,12,0.4,2.86,4.66
IN,Terre Haute,12,0.4,1.89,2.3
AR,Texarkana,12,0.4,1.46,1.97
OH,Toledo,12,0.4,1.91,2.59
KS,Topeka,12,0.4,1.65,4.31
MI,Traverse City,12,0.4,1.87,17.57
AZ,Tucson,12,0.4,2.33,3.77
OK,Tulsa,12,0.4,1.67,4.05
MS,Tupelo,12,0.4,1.05,3.03
AL,Tuscaloosa,12,0.4,2,3.41
TX,Tyler,12,0.4,2.34,2.13
IL,Urbana,12,0.4,2.09,4
CA,Ventura,12,0.4,6.67,4.22
TX,Victoria,12,0.4,0.92,3.94
TX,Waco,12,0.4,2.83,6.67
DC,Washington,12,0.4,3.76,5.86
IA,Waterloo,12,0.4,1.39,5.42
WI,Wausau,12,0.4,2.82,2.09
NY,White Plains,12,0.4,4.18,3.93
TX,Wichita Falls,12,0.4,1.45,11.75
KS,Wichita,12,0.4,1.2,2.86
PA,Wilkes-Barre,12,0.4,2.14,5.17
DE,Wilmington,12,0.4,2.94,6.11
NC,Wilmington,12,0.4,4.35,14.12
VA,Winchester,12,0.4,2.75,9.68
NC,Winston-Salem,12,0.4,3,13.8
MA,Worcester,12,0.4,4.25,9.02
WA,Yakima,12,0.4,3.06,3.97
PA,York,12,0.4,3.61,26.25
OH,Youngstown,12,0.4,2.59,4.73
OH,Akron,12,0.6,4.43,5.28
CA,Alameda County,12,0.6,8.1,8.2
GA,Albany,12,0.6,2.96,5.22
NY,Albany,12,0.6,3.94,7.02
NM,Albuquerque,12,0.6,5.09,7.56
LA,Alexandria,12,0.6,2.31,10
PA,Allentown,12,0.6,3.19,6.16
PA,Altoona,12,0.6,4.27,8.15
TX,Amarillo,12,0.6,2.04,3.73
AK,Anchorage,12,0.6,4.2,8.47
MI,Ann Arbor,12,0.6,5.29,8.15
WI,Appleton,12,0.6,4.81,6.24
VA,Arlington,12,0.6,7.81,9.38
NC,Asheville,12,0.6,4.28,7
GA,Atlanta,12,0.6,6.18,9.98
GA,Augusta,12,0.6,2.71,4.58
IL,Aurora,12,0.6,3.49,8.32
TX,Austin,12,0.6,6.17,8
CA,Bakersfield,12,0.6,4.99,8.22
MD,Baltimore,12,0.6,4.44,5.93
ME,Bangor,12,0.6,3.4,10.71
LA,Baton Rouge,12,0.6,2.66,5.5
TX,Beaumont,12,0.6,3.53,7.47
OR,Bend,12,0.6,4.46,10.59
MT,Billings,12,0.6,2.14,6.65
NY,Binghamton,12,0.6,3.33,15.71
AL,Birmingham,12,0.6,2.7,4.71
ND,Bismarck,12,0.6,1.82,3.88
IL,Bloomington,12,0.6,3.28,14
IL,Blue Island,12,0.6,4.81,5.14
ID,Boise,12,0.6,3.44,6.61
MA,Boston,12,0.6,6.58,8.24
CO,Boulder,12,0.6,3.69,5.37
FL,Bradenton,12,0.6,3.42,5.45
CT,Bridgeport,12,0.6,6.06,7.4
NY,Bronx,12,0.6,5.56,8.21
TX,Bryan,12,0.6,2.96,5.76
NY,Buffalo,12,0.6,3.74,10.52
VT,Burlington,12,0.6,3.72,7.25
NJ,Camden,12,0.6,4.06,6.95
OH,Canton,12,0.6,2.97,4.74
MO,Cape Girardeau,12,0.6,2.15,4.35
WY,Casper,12,0.6,1.7,6.95
IA,Cedar Rapids,12,0.6,2.7,9.68
SC,Charleston,12,0.6,3.95,8.29
WV,Charleston,12,0.6,2.37,6.29
NC,Charlotte,12,0.6,5.71,7.15
VA,Charlottesville,12,0.6,4.64,12.46
TN,Chattanooga,12,0.6,3.67,8.8
IL,Chicago,12,0.6,2.64,5.62
CA,Chico,12,0.6,6.63,9.65
OH,Cincinnati,12,0.6,3.5,6.24
FL,Clearwater,12,0.6,2.65,9.84
OH,Cleveland,12,0.6,2.57,4.82
CO,Colorado Springs,12,0.6,5.02,9.58
MO,Columbia,12,0.6,2.6,6.58
SC,Columbia,12,0.6,3.86,5.8
GA,Columbus,12,0.6,2.12,7.45
OH,Columbus,12,0.6,3.57,9.09
CA,Contra Costa County,12,0.6,5.2,9.3
TX,Corpus Christi,12,0.6,5.13,10.34
KY,Covington,12,0.6,4.83,7.38
TX,Dallas,12,0.6,4.35,7.46
PA,Danville,12,0.6,3.96,13.27
IA,Davenport,12,0.6,2.3,5.33
OH,Dayton,12,0.6,4.64,8.49
MI,Dearborn,12,0.6,3.46,3.62
CO,Denver,12,0.6,4.3,6.34
IA,Des Moines,12,0.6,3.04,10.26
MI,Detroit,12,0.6,4.11,7.24
AL,Dothan,12,0.6,2.43,8.15
IA,Dubuque,12,0.6,2.33,14.5
MN,Duluth,12,0.6,2.29,3.51
NC,Durham,12,0.6,4.09,4.13
NY,East Long Island,12,0.6,12.93,14.6
TX,El Paso,12,0.6,4.6,14.47
IL,Elgin,12,0.6,5.29,7.94
NY,Elmira,12,0.6,2.99,16.93
OH,Elyria,12,0.6,3.95,8.76
PA,Erie,12,0.6,3.37,5.94
OR,Eugene,12,0.6,6.16,8.8
IL,Evanston,12,0.6,4.53,4.82
IN,Evansville,12,0.6,2.12,3.1
WA,Everett,12,0.6,7.08,18.69
ND,Fargo/Moorhead MN,12,0.6,2.47,8.19
MI,Flint,12,0.6,3.91,6.71
SC,Florence,12,0.6,2.52,3.35
CO,Fort Collins,12,0.6,3.47,17.93
FL,Fort Lauderdale,12,0.6,3.74,7.84
FL,Fort Myers,12,0.6,4.42,11.51
AR,Fort Smith,12,0.6,2.44,4.73
IN,Fort Wayne,12,0.6,2.63,4.13
TX,Fort Worth,12,0.6,5.17,8.16
CA,Fresno,12,0.6,6.89,10.32
FL,Gainesville,12,0.6,4.15,4.8
IN,Gary,12,0.6,2.58,3.75
ND,Grand Forks,12,0.6,1.45,6.5
CO,Grand Junction,12,0.6,3.54,7.48
MI,Grand Rapids,12,0.6,4.05,9.64
MT,Great Falls,12,0.6,1.32,3.93
CO,Greeley,12,0.6,3.09,9.39
WI,Green Bay,12,0.6,3.41,8.6
NC,Greensboro,12,0.6,5.84,9.7
NC,Greenville,12,0.6,4.5,5.34
SC,Greenville,12,0.6,3.91,16.46
MS,Gulfport,12,0.6,2.3,3.53
NJ,Hackensack,12,0.6,4.13,9.57
TX,Harlingen,12,0.6,3.24,8.43
PA,Harrisburg,12,0.6,3.75,12.48
CT,Hartford,12,0.6,6.68,9.43
MS,Hattiesburg,12,0.6,1.99,7.17
NC,Hickory,12,0.6,3.83,8.48
IL,Hinsdale,12,0.6,3.97,3.82
HI,Honolulu,12,0.6,5.89,13.96
LA,Houma,12,0.6,2.15,5.72
TX,Houston,12,0.6,4.2,6.91
FL,Hudson,12,0.6,4.71,7.89
WV,Huntington,12,0.6,3.06,4.02
AL,Huntsville,12,0.6,3.72,7.73
ID,Idaho Falls,12,0.6,2.6,6.17
IN,Indianapolis,12,0.6,2.79,4.96
IA,Iowa City,12,0.6,2.16,3.89
MS,Jackson,12,0.6,1.68,4.77
TN,Jackson,12,0.6,2.56,4.18
FL,Jacksonville,12,0.6,3.43,6.54
TN,Johnson City,12,0.6,2.9,5.54
PA,Johnstown,12,0.6,1.73,6.56
IL,Joliet,12,0.6,3.23,8.58
AR,Jonesboro,12,0.6,1.94,7.35
MO,Joplin,12,0.6,2.36,3.69
MI,Kalamazoo,12,0.6,3.2,22.38
MO,Kansas City,12,0.6,3.06,6.07
OH,Kettering,12,0.6,3.42,7.31
TN,Kingsport,12,0.6,2.41,4.75
TN,Knoxville,12,0.6,3.91,13.86
WI,La Crosse,12,0.6,4.12,5.84
IN,Lafayette,12,0.6,4.24,12.36
LA,Lafayette,12,0.6,2.83,4.85
LA,Lake Charles,12,0.6,2.06,4.23
FL,Lakeland,12,0.6,3.52,5.18
PA,Lancaster,12,0.6,4.75,12.08
MI,Lansing,12,0.6,3.69,4.33
NV,Las Vegas,12,0.6,6.52,9.39
OK,Lawton,12,0.6,1.83,4.25
NH,Lebanon,12,0.6,4.1,5.39
KY,Lexington,12,0.6,2.4,6.22
NE,Lincoln,12,0.6,1.89,12.61
AR,Little Rock,12,0.6,2.35,6.27
TX,Longview,12,0.6,6.9,7
CA,Los Angeles,12,0.6,4.9,7.25
KY,Louisville,12,0.6,3.4,7.55
TX,Lubbock,12,0.6,2.44,5.62
VA,Lynchburg,12,0.6,2.98,10.1
GA,Macon,12,0.6,2.74,8.96
WI,Madison,12,0.6,4.4,6.53
NH,Manchester,12,0.6,5.14,12.19
NY,Manhattan,12,0.6,5.63,5.95
MI,Marquette,12,0.6,2.46,8.39
WI,Marshfield,12,0.6,4.48,8.15
IA,Mason City,12,0.6,1.81,16.17
TX,McAllen,12,0.6,2.34,3.14
OR,Medford,12,0.6,4.11,13.6
IL,Melrose Park,12,0.6,3.81,6.66
TN,Memphis,12,0.6,2.77,8.7
MS,Meridian,12,0.6,1.4,7.16
AZ,Mesa,12,0.6,7.28,9.37
LA,Metairie,12,0.6,3.79,7.57
FL,Miami,12,0.6,3.87,8.76
WI,Milwaukee,12,0.6,3.91,5.71
MN,Minneapolis,12,0.6,4.34,9.61
ND,Minot,12,0.6,1.21,11
MT,Missoula,12,0.6,2.94,7.56
AL,Mobile,12,0.6,3.92,5.85
CA,Modesto,12,0.6,6.03,13.64
LA,Monroe,12,0.6,1.53,5.14
AL,Montgomery,12,0.6,3.26,5.28
WV,Morgantown,12,0.6,2.77,7.5
NJ,Morristown,12,0.6,5.64,13.26
IN,Muncie,12,0.6,4.2,14.75
IN,Munster,12,0.6,1.55,5.1
MI,Muskegon,12,0.6,3.49,4.8
CA,Napa,12,0.6,6.13,5.02
TN,Nashville,12,0.6,3.17,6.37
WI,Neenah,12,0.6,3.07,7
NJ,New Brunswick,12,0.6,5.69,5.94
CT,New Haven,12,0.6,8.09,9.07
LA,New Orleans,12,0.6,2.62,6.27
NJ,Newark,12,0.6,4.9,5.48
VA,Newport News,12,0.6,7.45,8.98
VA,Norfolk,12,0.6,5.4,10.93
FL,Ocala,12,0.6,7.13,9.65
TX,Odessa,12,0.6,2.14,6.42
UT,Ogden,12,0.6,3.91,7.24
OK,Oklahoma City,12,0.6,2.53,5.91
WA,Olympia,12,0.6,7.82,11.8
NE,Omaha,12,0.6,2.42,4.92
CA,Orange County,12,0.6,4.91,7.97
FL,Orlando,12,0.6,4.03,6.48
FL,Ormond Beach,12,0.6,4.16,5.44
KY,Owensboro,12,0.6,2.7,7.36
MS,Oxford,12,0.6,1.41,6.93
KY,Paducah,12,0.6,1.59,4.79
CA,Palm Springs/Rancho Mira,12,0.6,3.32,13.3
NJ,Paterson,12,0.6,2.46,23.25
FL,Pensacola,12,0.6,3.53,6.35
IL,Peoria,12,0.6,3.09,6.11
MI,Petoskey,12,0.6,3.45,6.23
PA,Philadelphia,12,0.6,3.81,5.45
AZ,Phoenix,12,0.6,4.48,5.95
PA,Pittsburgh,12,0.6,3.6,5.16
MI,Pontiac,12,0.6,4.88,6.86
ME,Portland,12,0.6,5.21,8.78
OR,Portland,12,0.6,5.3,7.09
RI,Providence,12,0.6,5.97,10.8
UT,Provo,12,0.6,4.55,6.98
CO,Pueblo,12,0.6,2.47,18.43
NC,Raleigh,12,0.6,6.11,9.07
SD,Rapid City,12,0.6,2.13,7.95
PA,Reading,12,0.6,3.51,8.54
CA,Redding,12,0.6,4.13,4.45
NV,Reno,12,0.6,3.86,4.32
VA,Richmond,12,0.6,3.94,8.72
NJ,Ridgewood,12,0.6,5.13,8.69
VA,Roanoke,12,0.6,4.06,4.66
MN,Rochester,12,0.6,2.28,3.29
NY,Rochester,12,0.6,5.25,10.79
IL,Rockford,12,0.6,3.79,5.26
GA,Rome,12,0.6,4.06,12.56
MI,Royal Oak,12,0.6,2.72,5.24
CA,Sacramento,12,0.6,6.58,8.32
MI,Saginaw,12,0.6,2.18,7.4
OR,Salem,12,0.6,6.92,23
CA,Salinas,12,0.6,4.31,7.19
MD,Salisbury,12,0.6,8.57,13.81
UT,Salt Lake City,12,0.6,3.53,4.86
TX,San Angelo,12,0.6,1.64,6.76
TX,San Antonio,12,0.6,3.65,8.9
CA,San Bernardino,12,0.6,4.63,8.96
CA,San Diego,12,0.6,6.34,7.32
CA,San Francisco,12,0.6,4.64,5.58
CA,San Jose,12,0.6,6.53,8.65
CA,San Luis Obispo,12,0.6,4.46,5.97
CA,San Mateo County,12,0.6,6.15,6.78
CA,Santa Barbara,12,0.6,6.08,9.14
CA,Santa Cruz,12,0.6,5.6,33.5
CA,Santa Rosa,12,0.6,5.55,8.24
FL,Sarasota,12,0.6,2.85,5.35
GA,Savannah,12,0.6,4.51,11.51
PA,Sayre,12,0.6,3.03,5.14
PA,Scranton,12,0.6,3.35,7.77
WA,Seattle,12,0.6,7.32,10.18
LA,Shreveport,12,0.6,2.06,4.34
IA,Sioux City,12,0.6,2.27,7.78
SD,Sioux Falls,12,0.6,1.54,10.63
LA,Slidell,12,0.6,1.86,1.96
IN,South Bend,12,0.6,4.09,6.96
SC,Spartanburg,12,0.6,4.52,4.23
WA,Spokane,12,0.6,3.06,8.22
AR,Springdale,12,0.6,2.94,5.29
IL,Springfield,12,0.6,2.3,7.49
MA,Springfield,12,0.6,5.03,7.45
MO,Springfield,12,0.6,3.58,9.67
MN,St. Cloud,12,0.6,3.72,11.38
MI,St. Joseph,12,0.6,1.97,11.44
MO,St. Louis,12,0.6,2.58,4.4
MN,St. Paul,12,0.6,6.08,15.67
FL,St. Petersburg,12,0.6,2.48,10.24
CA,Stockton,12,0.6,5.82,9.88
AZ,Sun City,12,0.6,3.02,3.28
NY,Syracuse,12,0.6,3.66,9.75
WA,Tacoma,12,0.6,7.23,9.06
MD,Takoma Park,12,0.6,11,14.19
FL,Tallahassee,12,0.6,4.59,11.8
FL,Tampa,12,0.6,3.77,6.32
TX,Temple,12,0.6,4.28,7
IN,Terre Haute,12,0.6,2.84,3.43
AR,Texarkana,12,0.6,2.19,2.95
OH,Toledo,12,0.6,2.86,3.88
KS,Topeka,12,0.6,2.48,6.47
MI,Traverse City,12,0.6,2.8,26.29
AZ,Tucson,12,0.6,3.49,5.66
OK,Tulsa,12,0.6,2.51,6.08
MS,Tupelo,12,0.6,1.58,4.56
AL,Tuscaloosa,12,0.6,3,5.14
TX,Tyler,12,0.6,3.51,3.19
IL,Urbana,12,0.6,3.14,6
CA,Ventura,12,0.6,10.01,6.34
TX,Victoria,12,0.6,1.38,5.89
TX,Waco,12,0.6,4.25,10
DC,Washington,12,0.6,5.64,8.78
IA,Waterloo,12,0.6,2.08,8.11
WI,Wausau,12,0.6,4.22,3.16
NY,White Plains,12,0.6,6.28,5.91
TX,Wichita Falls,12,0.6,2.17,17.5
KS,Wichita,12,0.6,1.8,4.29
PA,Wilkes-Barre,12,0.6,3.2,7.75
DE,Wilmington,12,0.6,4.41,9.16
NC,Wilmington,12,0.6,6.52,21.24
VA,Winchester,12,0.6,4.12,14.55
NC,Winston-Salem,12,0.6,4.5,20.7
MA,Worcester,12,0.6,6.38,13.51
WA,Yakima,12,0.6,4.59,5.94
PA,York,12,0.6,5.41,39.25
OH,Youngstown,12,0.6,3.89,7.09
OH,Akron,18,0.2,1.92,1.15
CA,Alameda County,18,0.2,3.52,1.78
GA,Albany,18,0.2,1.29,1.15
NY,Albany,18,0.2,1.71,1.52
NM,Albuquerque,18,0.2,2.21,1.65
LA,Alexandria,18,0.2,1,2.2
PA,Allentown,18,0.2,1.39,1.34
PA,Altoona,18,0.2,1.85,1.78
TX,Amarillo,18,0.2,0.88,0.81
AK,Anchorage,18,0.2,1.83,1.84
MI,Ann Arbor,18,0.2,2.3,1.77
WI,Appleton,18,0.2,2.09,1.35
VA,Arlington,18,0.2,3.39,2.04
NC,Asheville,18,0.2,1.86,1.53
GA,Atlanta,18,0.2,2.69,2.17
GA,Augusta,18,0.2,1.18,1
IL,Aurora,18,0.2,1.52,1.8
TX,Austin,18,0.2,2.68,1.74
