State,City,Month,Percentage,Hospital Bed Needed,ICU Bed Needed
FL,Ormond Beach,12,0.4,996,229
KY,Owensboro,12,0.4,315,69
MS,Oxford,12,0.4,324,69
KY,Paducah,12,0.4,824,182
CA,Palm Springs/Rancho Mira,12,0.4,895,204
NJ,Paterson,12,0.4,863,186
FL,Pensacola,12,0.4,1779,385
IL,Peoria,12,0.4,1323,290
MI,Petoskey,12,0.4,409,91
PA,Philadelphia,12,0.4,9240,1984
AZ,Phoenix,12,0.4,7669,1650
PA,Pittsburgh,12,0.4,6574,1445
MI,Pontiac,12,0.4,1045,224
ME,Portland,12,0.4,2466,539
OR,Portland,12,0.4,6136,1315
RI,Providence,12,0.4,2744,591
UT,Provo,12,0.4,1174,242
CO,Pueblo,12,0.4,392,86
NC,Raleigh,12,0.4,4575,968
SD,Rapid City,12,0.4,487,106
PA,Reading,12,0.4,1309,285
CA,Redding,12,0.4,781,172
NV,Reno,12,0.4,1697,369
VA,Richmond,12,0.4,3904,837
NJ,Ridgewood,12,0.4,941,202
VA,Roanoke,12,0.4,1605,351
MN,Rochester,12,0.4,902,197
NY,Rochester,12,0.4,2894,626
IL,Rockford,12,0.4,1548,337
GA,Rome,12,0.4,620,134
MI,Royal Oak,12,0.4,1558,338
CA,Sacramento,12,0.4,5771,1242
MI,Saginaw,12,0.4,1398,311
OR,Salem,12,0.4,711,153
CA,Salinas,12,0.4,834,177
MD,Salisbury,12,0.4,1068,239
UT,Salt Lake City,12,0.4,4250,898
TX,San Angelo,12,0.4,352,76
TX,San Antonio,12,0.4,6029,1281
CA,San Bernardino,12,0.4,6562,1379
CA,San Diego,12,0.4,8244,1746
CA,San Francisco,12,0.4,3524,755
CA,San Jose,12,0.4,3987,842
CA,San Luis Obispo,12,0.4,601,131
CA,San Mateo County,12,0.4,1852,398
CA,Santa Barbara,12,0.4,997,214
CA,Santa Cruz,12,0.4,631,134
CA,Santa Rosa,12,0.4,1133,247
FL,Sarasota,12,0.4,1148,275
GA,Savannah,12,0.4,1955,422
PA,Sayre,12,0.4,435,96
PA,Scranton,12,0.4,723,160
WA,Seattle,12,0.4,6667,1419
LA,Shreveport,12,0.4,1484,321
IA,Sioux City,12,0.4,548,119
SD,Sioux Falls,12,0.4,1693,368
LA,Slidell,12,0.4,420,92
IN,South Bend,12,0.4,1504,325
SC,Spartanburg,12,0.4,844,184
WA,Spokane,12,0.4,3385,734
AR,Springdale,12,0.4,1207,257
IL,Springfield,12,0.4,1800,395
MA,Springfield,12,0.4,1677,363
MO,Springfield,12,0.4,1955,432
MN,St. Cloud,12,0.4,564,121
MI,St. Joseph,12,0.4,312,69
MO,St. Louis,12,0.4,7429,1604
MN,St. Paul,12,0.4,2358,502
FL,St. Petersburg,12,0.4,1014,225
CA,Stockton,12,0.4,1276,270
AZ,Sun City,12,0.4,734,177
NY,Syracuse,12,0.4,2320,501
WA,Tacoma,12,0.4,1766,375
MD,Takoma Park,12,0.4,2156,454
FL,Tallahassee,12,0.4,1845,393
FL,Tampa,12,0.4,3241,695
TX,Temple,12,0.4,1114,233
IN,Terre Haute,12,0.4,391,85
AR,Texarkana,12,0.4,558,122
OH,Toledo,12,0.4,2142,463
KS,Topeka,12,0.4,980,211
MI,Traverse City,12,0.4,547,123
AZ,Tucson,12,0.4,2754,607
OK,Tulsa,12,0.4,2983,644
MS,Tupelo,12,0.4,860,185
AL,Tuscaloosa,12,0.4,593,126
TX,Tyler,12,0.4,1233,270
IL,Urbana,12,0.4,1004,216
CA,Ventura,12,0.4,1854,397
TX,Victoria,12,0.4,324,71
TX,Waco,12,0.4,738,160
DC,Washington,12,0.4,6000,1277
IA,Waterloo,12,0.4,471,103
WI,Wausau,12,0.4,428,94
NY,White Plains,12,0.4,2498,539
TX,Wichita Falls,12,0.4,432,94
KS,Wichita,12,0.4,2663,578
PA,Wilkes-Barre,12,0.4,562,124
DE,Wilmington,12,0.4,1766,379
NC,Wilmington,12,0.4,1092,240
VA,Winchester,12,0.4,981,213
NC,Winston-Salem,12,0.4,2530,552
MA,Worcester,12,0.4,1807,388
WA,Yakima,12,0.4,611,131
PA,York,12,0.4,963,210
OH,Youngstown,12,0.4,1408,312
OH,Akron,12,0.6,2293,496
CA,Alameda County,12,0.6,5387,1140
GA,Albany,12,0.6,655,141
NY,Albany,12,0.6,6221,1355
NM,Albuquerque,12,0.6,5611,1217
LA,Alexandria,12,0.6,927,200
PA,Allentown,12,0.6,4044,881
PA,Altoona,12,0.6,999,220
TX,Amarillo,12,0.6,1381,295
AK,Anchorage,12,0.6,2238,466
MI,Ann Arbor,12,0.6,4637,994
WI,Appleton,12,0.6,1067,231
VA,Arlington,12,0.6,7770,1622
NC,Asheville,12,0.6,2380,532
GA,Atlanta,12,0.6,20622,4351
GA,Augusta,12,0.6,2254,485
IL,Aurora,12,0.6,998,208
TX,Austin,12,0.6,6185,1288
CA,Bakersfield,12,0.6,3453,723
MD,Baltimore,12,0.6,8379,1798
ME,Bangor,12,0.6,1359,300
LA,Baton Rouge,12,0.6,3080,654
TX,Beaumont,12,0.6,1488,321
OR,Bend,12,0.6,811,180
MT,Billings,12,0.6,1996,432
NY,Binghamton,12,0.6,1215,267
AL,Birmingham,12,0.6,7437,1610
ND,Bismarck,12,0.6,768,167
IL,Bloomington,12,0.6,660,140
IL,Blue Island,12,0.6,2805,606
ID,Boise,12,0.6,2921,628
MA,Boston,12,0.6,16770,3610
CO,Boulder,12,0.6,1096,231
FL,Bradenton,12,0.6,1170,267
CT,Bridgeport,12,0.6,2243,481
NY,Bronx,12,0.6,4484,944
TX,Bryan,12,0.6,938,196
NY,Buffalo,12,0.6,4589,999
VT,Burlington,12,0.6,2184,471
NJ,Camden,12,0.6,9323,2036
OH,Canton,12,0.6,2099,460
MO,Cape Girardeau,12,0.6,857,187
WY,Casper,12,0.6,642,139
IA,Cedar Rapids,12,0.6,984,213
SC,Charleston,12,0.6,3848,837
WV,Charleston,12,0.6,2767,610
NC,Charlotte,12,0.6,8364,1781
VA,Charlottesville,12,0.6,2007,436
TN,Chattanooga,12,0.6,2387,519
IL,Chicago,12,0.6,8353,1753
CA,Chico,12,0.6,1014,222
OH,Cincinnati,12,0.6,5382,1155
FL,Clearwater,12,0.6,1902,433
OH,Cleveland,12,0.6,6763,1476
CO,Colorado Springs,12,0.6,2787,594
MO,Columbia,12,0.6,2340,507
SC,Columbia,12,0.6,4068,876
GA,Columbus,12,0.6,1159,246
OH,Columbus,12,0.6,9980,2135
CA,Contra Costa County,12,0.6,3512,753
TX,Corpus Christi,12,0.6,1830,393
KY,Covington,12,0.6,1351,288
TX,Dallas,12,0.6,15999,3356
PA,Danville,12,0.6,2019,438
IA,Davenport,12,0.6,1606,352
OH,Dayton,12,0.6,3474,756
MI,Dearborn,12,0.6,1598,344
CO,Denver,12,0.6,9767,2061
IA,Des Moines,12,0.6,3626,780
MI,Detroit,12,0.6,5483,1180
AL,Dothan,12,0.6,1227,269
IA,Dubuque,12,0.6,532,116
MN,Duluth,12,0.6,1164,256
NC,Durham,12,0.6,4597,995
NY,East Long Island,12,0.6,15910,3430
TX,El Paso,12,0.6,3466,738
IL,Elgin,12,0.6,2512,532
NY,Elmira,12,0.6,1080,237
OH,Elyria,12,0.6,845,184
PA,Erie,12,0.6,2379,523
OR,Eugene,12,0.6,2562,563
IL,Evanston,12,0.6,3015,661
IN,Evansville,12,0.6,2229,486
WA,Everett,12,0.6,2260,486
ND,Fargo/Moorhead MN,12,0.6,1813,393
MI,Flint,12,0.6,1790,389
SC,Florence,12,0.6,1213,265
CO,Fort Collins,12,0.6,1184,251
FL,Fort Lauderdale,12,0.6,10284,2289
FL,Fort Myers,12,0.6,4810,1116
AR,Fort Smith,12,0.6,1190,260
IN,Fort Wayne,12,0.6,2727,590
TX,Fort Worth,12,0.6,7232,1525
CA,Fresno,12,0.6,3768,795
FL,Gainesville,12,0.6,1947,422
IN,Gary,12,0.6,1644,356
ND,Grand Forks,12,0.6,543,117
CO,Grand Junction,12,0.6,1136,247
MI,Grand Rapids,12,0.6,3874,829
MT,Great Falls,12,0.6,485,106
CO,Greeley,12,0.6,1224,263
WI,Green Bay,12,0.6,1699,370
NC,Greensboro,12,0.6,2113,456
NC,Greenville,12,0.6,2841,614
SC,Greenville,12,0.6,3117,675
MS,Gulfport,12,0.6,661,141
NJ,Hackensack,12,0.6,4366,938
TX,Harlingen,12,0.6,1735,371
PA,Harrisburg,12,0.6,3485,761
CT,Hartford,12,0.6,5013,1085
MS,Hattiesburg,12,0.6,1001,215
NC,Hickory,12,0.6,969,212
IL,Hinsdale,12,0.6,1595,340
HI,Honolulu,12,0.6,4686,1019
LA,Houma,12,0.6,856,183
TX,Houston,12,0.6,21521,4505
FL,Hudson,12,0.6,1549,355
WV,Huntington,12,0.6,1170,257
AL,Huntsville,12,0.6,2114,456
ID,Idaho Falls,12,0.6,700,148
IN,Indianapolis,12,0.6,9332,1997
IA,Iowa City,12,0.6,1162,249
MS,Jackson,12,0.6,3302,710
TN,Jackson,12,0.6,1084,238
FL,Jacksonville,12,0.6,5576,1197
TN,Johnson City,12,0.6,993,216
PA,Johnstown,12,0.6,735,164
IL,Joliet,12,0.6,2136,455
AR,Jonesboro,12,0.6,780,169
MO,Joplin,12,0.6,1196,262
MI,Kalamazoo,12,0.6,2176,470
MO,Kansas City,12,0.6,8102,1735
OH,Kettering,12,0.6,1409,307
TN,Kingsport,12,0.6,1607,356
TN,Knoxville,12,0.6,4687,1026
WI,La Crosse,12,0.6,1178,257
IN,Lafayette,12,0.6,819,173
LA,Lafayette,12,0.6,1978,422
LA,Lake Charles,12,0.6,872,186
FL,Lakeland,12,0.6,1345,295
PA,Lancaster,12,0.6,2223,483
MI,Lansing,12,0.6,2330,498
NV,Las Vegas,12,0.6,7090,1521
OK,Lawton,12,0.6,634,136
NH,Lebanon,12,0.6,1366,302
KY,Lexington,12,0.6,4972,1070
NE,Lincoln,12,0.6,1923,416
AR,Little Rock,12,0.6,5099,1109
TX,Longview,12,0.6,676,147
CA,Los Angeles,12,0.6,32331,6830
KY,Louisville,12,0.6,5782,1246
TX,Lubbock,12,0.6,2251,478
VA,Lynchburg,12,0.6,921,202
GA,Macon,12,0.6,2372,511
WI,Madison,12,0.6,3685,790
NH,Manchester,12,0.6,2989,646
NY,Manhattan,12,0.6,17237,3668
MI,Marquette,12,0.6,680,151
WI,Marshfield,12,0.6,1258,277
IA,Mason City,12,0.6,432,97
TX,McAllen,12,0.6,1990,418
OR,Medford,12,0.6,1516,340
IL,Melrose Park,12,0.6,4272,912
TN,Memphis,12,0.6,5660,1209
MS,Meridian,12,0.6,624,136
AZ,Mesa,12,0.6,4720,1012
LA,Metairie,12,0.6,1537,333
FL,Miami,12,0.6,11418,2454
WI,Milwaukee,12,0.6,8624,1845
MN,Minneapolis,12,0.6,10676,2287
ND,Minot,12,0.6,464,99
MT,Missoula,12,0.6,1339,295
AL,Mobile,12,0.6,2723,591
CA,Modesto,12,0.6,2815,600
LA,Monroe,12,0.6,856,185
AL,Montgomery,12,0.6,1501,322
WV,Morgantown,12,0.6,1382,300
NJ,Morristown,12,0.6,3321,716
IN,Muncie,12,0.6,542,118
IN,Munster,12,0.6,997,214
MI,Muskegon,12,0.6,883,192
CA,Napa,12,0.6,932,206
TN,Nashville,12,0.6,9455,2019
WI,Neenah,12,0.6,805,175
NJ,New Brunswick,12,0.6,3504,749
CT,New Haven,12,0.6,4937,1070
LA,New Orleans,12,0.6,2281,483
NJ,Newark,12,0.6,5064,1069
VA,Newport News,12,0.6,1870,404
VA,Norfolk,12,0.6,4220,896
FL,Ocala,12,0.6,2061,492
TX,Odessa,12,0.6,1160,244
UT,Ogden,12,0.6,1451,304
OK,Oklahoma City,12,0.6,6198,1329
WA,Olympia,12,0.6,1352,295
NE,Omaha,12,0.6,4212,906
CA,Orange County,12,0.6,10984,2334
FL,Orlando,12,0.6,13254,2905
FL,Ormond Beach,12,0.6,1494,343
KY,Owensboro,12,0.6,473,103
MS,Oxford,12,0.6,486,104
KY,Paducah,12,0.6,1237,273
CA,Palm Springs/Rancho Mira,12,0.6,1342,306
NJ,Paterson,12,0.6,1295,279
FL,Pensacola,12,0.6,2668,578
IL,Peoria,12,0.6,1984,434
MI,Petoskey,12,0.6,614,137
PA,Philadelphia,12,0.6,13860,2976
AZ,Phoenix,12,0.6,11504,2474
PA,Pittsburgh,12,0.6,9862,2167
MI,Pontiac,12,0.6,1567,336
ME,Portland,12,0.6,3699,808
OR,Portland,12,0.6,9204,1972
RI,Providence,12,0.6,4116,886
UT,Provo,12,0.6,1760,363
CO,Pueblo,12,0.6,588,129
NC,Raleigh,12,0.6,6863,1451
SD,Rapid City,12,0.6,731,159
PA,Reading,12,0.6,1964,427
CA,Redding,12,0.6,1172,258
NV,Reno,12,0.6,2545,553
VA,Richmond,12,0.6,5856,1256
NJ,Ridgewood,12,0.6,1412,304
VA,Roanoke,12,0.6,2408,527
MN,Rochester,12,0.6,1353,296
NY,Rochester,12,0.6,4341,939
IL,Rockford,12,0.6,2322,505
GA,Rome,12,0.6,930,201
MI,Royal Oak,12,0.6,2337,508
CA,Sacramento,12,0.6,8657,1863
MI,Saginaw,12,0.6,2097,466
OR,Salem,12,0.6,1066,230
CA,Salinas,12,0.6,1251,266
MD,Salisbury,12,0.6,1602,359
UT,Salt Lake City,12,0.6,6375,1346
TX,San Angelo,12,0.6,529,115
TX,San Antonio,12,0.6,9043,1922
CA,San Bernardino,12,0.6,9843,2069
CA,San Diego,12,0.6,12366,2619
CA,San Francisco,12,0.6,5286,1132
CA,San Jose,12,0.6,5981,1263
CA,San Luis Obispo,12,0.6,901,197
CA,San Mateo County,12,0.6,2778,597
CA,Santa Barbara,12,0.6,1495,320
CA,Santa Cruz,12,0.6,947,201
CA,Santa Rosa,12,0.6,1699,371
FL,Sarasota,12,0.6,1723,412
GA,Savannah,12,0.6,2933,633
PA,Sayre,12,0.6,652,144
PA,Scranton,12,0.6,1085,241
WA,Seattle,12,0.6,10001,2128
LA,Shreveport,12,0.6,2225,482
IA,Sioux City,12,0.6,823,179
SD,Sioux Falls,12,0.6,2540,553
LA,Slidell,12,0.6,630,137
IN,South Bend,12,0.6,2256,487
SC,Spartanburg,12,0.6,1266,275
WA,Spokane,12,0.6,5078,1101
AR,Springdale,12,0.6,1810,386
IL,Springfield,12,0.6,2700,592
MA,Springfield,12,0.6,2515,544
MO,Springfield,12,0.6,2933,648
MN,St. Cloud,12,0.6,845,182
MI,St. Joseph,12,0.6,468,103
MO,St. Louis,12,0.6,11144,2405
MN,St. Paul,12,0.6,3537,752
FL,St. Petersburg,12,0.6,1521,338
CA,Stockton,12,0.6,1914,405
AZ,Sun City,12,0.6,1101,266
NY,Syracuse,12,0.6,3480,751
WA,Tacoma,12,0.6,2648,562
MD,Takoma Park,12,0.6,3234,681
FL,Tallahassee,12,0.6,2768,590
FL,Tampa,12,0.6,4862,1042
TX,Temple,12,0.6,1671,350
IN,Terre Haute,12,0.6,587,127
AR,Texarkana,12,0.6,837,183
OH,Toledo,12,0.6,3213,695
KS,Topeka,12,0.6,1471,317
MI,Traverse City,12,0.6,820,184
AZ,Tucson,12,0.6,4131,911
OK,Tulsa,12,0.6,4474,966
MS,Tupelo,12,0.6,1290,278
AL,Tuscaloosa,12,0.6,890,190
TX,Tyler,12,0.6,1849,405
IL,Urbana,12,0.6,1506,324
CA,Ventura,12,0.6,2782,596
TX,Victoria,12,0.6,486,106
TX,Waco,12,0.6,1108,240
DC,Washington,12,0.6,9000,1915
IA,Waterloo,12,0.6,707,154
WI,Wausau,12,0.6,642,142
NY,White Plains,12,0.6,3747,809
TX,Wichita Falls,12,0.6,648,140
KS,Wichita,12,0.6,3994,866
PA,Wilkes-Barre,12,0.6,842,186
DE,Wilmington,12,0.6,2649,568
NC,Wilmington,12,0.6,1637,361
VA,Winchester,12,0.6,1472,320
NC,Winston-Salem,12,0.6,3794,828
MA,Worcester,12,0.6,2711,581
WA,Yakima,12,0.6,917,196
PA,York,12,0.6,1445,314
OH,Youngstown,12,0.6,2112,468
OH,Akron,18,0.2,499,108
CA,Alameda County,18,0.2,1171,248
GA,Albany,18,0.2,142,31
NY,Albany,18,0.2,1352,294
NM,Albuquerque,18,0.2,1220,265
LA,Alexandria,18,0.2,201,44
PA,Allentown,18,0.2,879,191
PA,Altoona,18,0.2,217,48
TX,Amarillo,18,0.2,300,64
AK,Anchorage,18,0.2,487,101
MI,Ann Arbor,18,0.2,1008,216
WI,Appleton,18,0.2,232,50
VA,Arlington,18,0.2,1689,353
NC,Asheville,18,0.2,517,116
GA,Atlanta,18,0.2,4483,946
GA,Augusta,18,0.2,490,106
IL,Aurora,18,0.2,217,45
TX,Austin,18,0.2,1345,280
CA,Bakersfield,18,0.2,751,157
MD,Baltimore,18,0.2,1821,391
ME,Bangor,18,0.2,295,65
LA,Baton Rouge,18,0.2,669,142
TX,Beaumont,18,0.2,324,70
OR,Bend,18,0.2,176,39
MT,Billings,18,0.2,434,94
NY,Binghamton,18,0.2,264,58
AL,Birmingham,18,0.2,1617,350
ND,Bismarck,18,0.2,167,36
IL,Bloomington,18,0.2,144,30
IL,Blue Island,18,0.2,610,132
ID,Boise,18,0.2,635,137
MA,Boston,18,0.2,3646,785
CO,Boulder,18,0.2,238,50
FL,Bradenton,18,0.2,254,58
CT,Bridgeport,18,0.2,488,105
NY,Bronx,18,0.2,975,205
TX,Bryan,18,0.2,204,43
NY,Buffalo,18,0.2,998,217
VT,Burlington,18,0.2,475,102
NJ,Camden,18,0.2,2027,443
OH,Canton,18,0.2,456,100
MO,Cape Girardeau,18,0.2,186,41
WY,Casper,18,0.2,139,30
IA,Cedar Rapids,18,0.2,214,46
SC,Charleston,18,0.2,836,182
WV,Charleston,18,0.2,601,133
NC,Charlotte,18,0.2,1818,387
VA,Charlottesville,18,0.2,436,95
TN,Chattanooga,18,0.2,519,113
IL,Chicago,18,0.2,1816,381
CA,Chico,18,0.2,220,48
OH,Cincinnati,18,0.2,1170,251
FL,Clearwater,18,0.2,414,94
OH,Cleveland,18,0.2,1470,321
CO,Colorado Springs,18,0.2,606,129
MO,Columbia,18,0.2,509,110
SC,Columbia,18,0.2,884,190
GA,Columbus,18,0.2,252,54
OH,Columbus,18,0.2,2170,464
CA,Contra Costa County,18,0.2,763,164
TX,Corpus Christi,18,0.2,398,85
KY,Covington,18,0.2,294,63
TX,Dallas,18,0.2,3478,729
PA,Danville,18,0.2,439,95
IA,Davenport,18,0.2,349,76
OH,Dayton,18,0.2,755,164
MI,Dearborn,18,0.2,347,75
CO,Denver,18,0.2,2123,448
IA,Des Moines,18,0.2,788,170
MI,Detroit,18,0.2,1192,256
AL,Dothan,18,0.2,267,58
IA,Dubuque,18,0.2,116,25
MN,Duluth,18,0.2,253,56
NC,Durham,18,0.2,999,216
NY,East Long Island,18,0.2,3459,746
TX,El Paso,18,0.2,754,160
IL,Elgin,18,0.2,546,116
NY,Elmira,18,0.2,235,52
OH,Elyria,18,0.2,184,40
PA,Erie,18,0.2,517,114
OR,Eugene,18,0.2,557,122
IL,Evanston,18,0.2,655,144
IN,Evansville,18,0.2,485,106
WA,Everett,18,0.2,491,106
ND,Fargo/Moorhead MN,18,0.2,394,86
MI,Flint,18,0.2,389,84
SC,Florence,18,0.2,264,58
CO,Fort Collins,18,0.2,257,54
FL,Fort Lauderdale,18,0.2,2236,498
FL,Fort Myers,18,0.2,1046,243
AR,Fort Smith,18,0.2,259,56
IN,Fort Wayne,18,0.2,593,128
TX,Fort Worth,18,0.2,1572,331
CA,Fresno,18,0.2,819,173
FL,Gainesville,18,0.2,423,92
IN,Gary,18,0.2,357,77
ND,Grand Forks,18,0.2,118,25
CO,Grand Junction,18,0.2,247,54
MI,Grand Rapids,18,0.2,842,180
MT,Great Falls,18,0.2,106,23
CO,Greeley,18,0.2,266,57
WI,Green Bay,18,0.2,369,81
NC,Greensboro,18,0.2,459,99
NC,Greenville,18,0.2,618,133
SC,Greenville,18,0.2,678,147
MS,Gulfport,18,0.2,144,31
NJ,Hackensack,18,0.2,949,204
TX,Harlingen,18,0.2,377,81
PA,Harrisburg,18,0.2,758,166
CT,Hartford,18,0.2,1090,236
MS,Hattiesburg,18,0.2,218,47
NC,Hickory,18,0.2,211,46
IL,Hinsdale,18,0.2,347,74
HI,Honolulu,18,0.2,1019,222
LA,Houma,18,0.2,186,40
TX,Houston,18,0.2,4678,979
FL,Hudson,18,0.2,337,77
WV,Huntington,18,0.2,254,56
AL,Huntsville,18,0.2,460,99
ID,Idaho Falls,18,0.2,152,32
IN,Indianapolis,18,0.2,2029,434
IA,Iowa City,18,0.2,253,54
MS,Jackson,18,0.2,718,154
TN,Jackson,18,0.2,236,52
FL,Jacksonville,18,0.2,1212,260
TN,Johnson City,18,0.2,216,47
PA,Johnstown,18,0.2,160,36
IL,Joliet,18,0.2,464,99
AR,Jonesboro,18,0.2,170,37
MO,Joplin,18,0.2,260,57
MI,Kalamazoo,18,0.2,473,102
MO,Kansas City,18,0.2,1761,377
OH,Kettering,18,0.2,306,67
TN,Kingsport,18,0.2,349,77
TN,Knoxville,18,0.2,1019,223
WI,La Crosse,18,0.2,256,56
IN,Lafayette,18,0.2,178,38
LA,Lafayette,18,0.2,430,92
LA,Lake Charles,18,0.2,190,40
FL,Lakeland,18,0.2,292,64
PA,Lancaster,18,0.2,483,105
MI,Lansing,18,0.2,506,108
NV,Las Vegas,18,0.2,1541,331
OK,Lawton,18,0.2,138,30
NH,Lebanon,18,0.2,297,66
KY,Lexington,18,0.2,1081,233
NE,Lincoln,18,0.2,418,90
AR,Little Rock,18,0.2,1109,241
TX,Longview,18,0.2,147,32
CA,Los Angeles,18,0.2,7029,1485
KY,Louisville,18,0.2,1257,271
TX,Lubbock,18,0.2,489,104
VA,Lynchburg,18,0.2,200,44
GA,Macon,18,0.2,516,111
WI,Madison,18,0.2,801,172
NH,Manchester,18,0.2,650,140
NY,Manhattan,18,0.2,3747,797
MI,Marquette,18,0.2,148,33
WI,Marshfield,18,0.2,273,60
IA,Mason City,18,0.2,94,21
TX,McAllen,18,0.2,433,91
OR,Medford,18,0.2,330,74
IL,Melrose Park,18,0.2,929,198
TN,Memphis,18,0.2,1230,263
MS,Meridian,18,0.2,136,30
AZ,Mesa,18,0.2,1026,220
LA,Metairie,18,0.2,334,72
FL,Miami,18,0.2,2482,534
WI,Milwaukee,18,0.2,1875,401
MN,Minneapolis,18,0.2,2321,497
ND,Minot,18,0.2,101,21
MT,Missoula,18,0.2,291,64
AL,Mobile,18,0.2,592,128
CA,Modesto,18,0.2,612,130
LA,Monroe,18,0.2,186,40
AL,Montgomery,18,0.2,326,70
WV,Morgantown,18,0.2,300,65
NJ,Morristown,18,0.2,722,156
IN,Muncie,18,0.2,118,26
IN,Munster,18,0.2,217,47
MI,Muskegon,18,0.2,192,42
CA,Napa,18,0.2,203,45
TN,Nashville,18,0.2,2055,439
WI,Neenah,18,0.2,175,38
NJ,New Brunswick,18,0.2,762,163
CT,New Haven,18,0.2,1073,233
LA,New Orleans,18,0.2,496,105
NJ,Newark,18,0.2,1101,232
VA,Newport News,18,0.2,407,88
VA,Norfolk,18,0.2,917,195
FL,Ocala,18,0.2,448,107
TX,Odessa,18,0.2,252,53
UT,Ogden,18,0.2,316,66
OK,Oklahoma City,18,0.2,1347,289
WA,Olympia,18,0.2,294,64
NE,Omaha,18,0.2,916,197
CA,Orange County,18,0.2,2388,507
FL,Orlando,18,0.2,2881,632
FL,Ormond Beach,18,0.2,325,75
KY,Owensboro,18,0.2,103,22
MS,Oxford,18,0.2,106,23
KY,Paducah,18,0.2,269,59
CA,Palm Springs/Rancho Mira,18,0.2,292,67
NJ,Paterson,18,0.2,282,61
FL,Pensacola,18,0.2,580,126
IL,Peoria,18,0.2,431,94
MI,Petoskey,18,0.2,133,30
PA,Philadelphia,18,0.2,3013,647
AZ,Phoenix,18,0.2,2501,538
PA,Pittsburgh,18,0.2,2144,471
MI,Pontiac,18,0.2,341,73
ME,Portland,18,0.2,804,176
OR,Portland,18,0.2,2001,429
RI,Providence,18,0.2,895,193
UT,Provo,18,0.2,383,79
CO,Pueblo,18,0.2,128,28
NC,Raleigh,18,0.2,1492,316
SD,Rapid City,18,0.2,159,35
PA,Reading,18,0.2,427,93
CA,Redding,18,0.2,255,56
NV,Reno,18,0.2,553,120
VA,Richmond,18,0.2,1273,273
NJ,Ridgewood,18,0.2,307,66
VA,Roanoke,18,0.2,523,115
MN,Rochester,18,0.2,294,64
NY,Rochester,18,0.2,944,204
IL,Rockford,18,0.2,505,110
GA,Rome,18,0.2,202,44
MI,Royal Oak,18,0.2,508,110
CA,Sacramento,18,0.2,1882,405
MI,Saginaw,18,0.2,456,101
OR,Salem,18,0.2,232,50
CA,Salinas,18,0.2,272,58
MD,Salisbury,18,0.2,348,78
UT,Salt Lake City,18,0.2,1386,293
TX,San Angelo,18,0.2,115,25
TX,San Antonio,18,0.2,1966,418
CA,San Bernardino,18,0.2,2140,450
CA,San Diego,18,0.2,2688,569
CA,San Francisco,18,0.2,1149,246
CA,San Jose,18,0.2,1300,275
CA,San Luis Obispo,18,0.2,196,43
CA,San Mateo County,18,0.2,604,130
CA,Santa Barbara,18,0.2,325,70
CA,Santa Cruz,18,0.2,206,44
CA,Santa Rosa,18,0.2,369,81
FL,Sarasota,18,0.2,375,90
GA,Savannah,18,0.2,638,138
PA,Sayre,18,0.2,142,31
PA,Scranton,18,0.2,236,52
WA,Seattle,18,0.2,2174,463
LA,Shreveport,18,0.2,484,105
IA,Sioux City,18,0.2,179,39
SD,Sioux Falls,18,0.2,552,120
LA,Slidell,18,0.2,137,30
IN,South Bend,18,0.2,490,106
SC,Spartanburg,18,0.2,275,60
WA,Spokane,18,0.2,1104,239
AR,Springdale,18,0.2,394,84
IL,Springfield,18,0.2,587,129
MA,Springfield,18,0.2,547,118
MO,Springfield,18,0.2,638,141
MN,St. Cloud,18,0.2,184,39
MI,St. Joseph,18,0.2,102,22
MO,St. Louis,18,0.2,2423,523
MN,St. Paul,18,0.2,769,164
FL,St. Petersburg,18,0.2,331,74
CA,Stockton,18,0.2,416,88
AZ,Sun City,18,0.2,239,58
NY,Syracuse,18,0.2,757,163
WA,Tacoma,18,0.2,576,122
MD,Takoma Park,18,0.2,703,148
FL,Tallahassee,18,0.2,602,128
FL,Tampa,18,0.2,1057,226
TX,Temple,18,0.2,363,76
IN,Terre Haute,18,0.2,128,28
AR,Texarkana,18,0.2,182,40
OH,Toledo,18,0.2,699,151
KS,Topeka,18,0.2,320,69
MI,Traverse City,18,0.2,178,40
AZ,Tucson,18,0.2,898,198
OK,Tulsa,18,0.2,973,210
MS,Tupelo,18,0.2,280,60
AL,Tuscaloosa,18,0.2,193,41
TX,Tyler,18,0.2,402,88
IL,Urbana,18,0.2,327,70
CA,Ventura,18,0.2,605,130
TX,Victoria,18,0.2,106,23
TX,Waco,18,0.2,241,52
DC,Washington,18,0.2,1957,416
IA,Waterloo,18,0.2,154,33
WI,Wausau,18,0.2,139,31
NY,White Plains,18,0.2,815,176
TX,Wichita Falls,18,0.2,141,30
KS,Wichita,18,0.2,868,188
PA,Wilkes-Barre,18,0.2,183,40
DE,Wilmington,18,0.2,576,124
NC,Wilmington,18,0.2,356,78
VA,Winchester,18,0.2,320,70
NC,Winston-Salem,18,0.2,825,180
MA,Worcester,18,0.2,589,126
WA,Yakima,18,0.2,199,43
PA,York,18,0.2,314,68
OH,Youngstown,18,0.2,459,102
OH,Akron,18,0.4,997,216
CA,Alameda County,18,0.4,2342,496
GA,Albany,18,0.4,285,61
NY,Albany,18,0.4,2705,589
NM,Albuquerque,18,0.4,2439,529
LA,Alexandria,18,0.4,403,87
